year,player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles
2017,Alvin Kamara,11822,HB,13,NO,41,3,0,0,0,0,58.4,,78.4,,,,0,0,0,0,0
2017,Dawuane Smoot,11823,ED,16,JAX,0,66,35,83,0,0,62.1,,,,,,0,0,5,0,0
2017,Cooper Kupp,11824,WR,2,LA,1,0,4,0,0,0,60,,,,60.5,,0,0,0,0,0
2017,Pat Elflein,11825,C,9,MIN,0,0,0,0,0,41,62.6,,,,,,0,0,0,0,0
2017,Dan Feeney,11826,G,13,LAC,11,0,0,0,1,56,29.7,,,,,,0,0,0,0,0
2017,Taywan Taylor,11827,WR,16,TEN,2,48,4,46,0,0,68.9,,,,,,0,0,5,1,3
2017,Jordan Willis,11828,ED,16,CIN,32,25,72,0,6,0,69.9,,,,,,1,0,0,0,1
2017,Chris Wormley,11829,DI,7,BLT,0,0,2,0,28,25,59.3,,,,,,0,0,0,0,0
2017,Duke Riley,11830,LB,12,ATL,25,31,26,33,41,0,75,,,,,,0,0,4,2,1
2017,Alex Anzalone,11831,LB,3,NO,0,2,1,9,16,0,60.1,,,,,,0,0,0,0,0
2017,Tim Williams,11833,ED,5,BLT,0,7,12,0,1,0,61.4,,,,,,0,0,0,0,0
2017,ArDarius Stewart,11834,WR,14,NYJ,30,58,14,29,0,0,65.6,,61,,,,1,0,1,1,1
2017,Tarell Basham,11835,ED,15,IND,59,17,46,9,33,0,51.8,,61.2,,,,1,0,0,0,0
2017,Fabian Moreau,11836,CB,16,WAS,78,75,77,80,37,0,59.9,,60,,,,0,0,5,1,2
2017,Chris Godwin,11839,WR,14,TB,69,58,25,42,0,0,61.6,,59.9,,,,1,0,5,2,2
2017,Eddie Vanderdoes,11843,DI,16,OAK,0,0,7,0,76,0,57.5,,,,,,0,0,0,0,0
2017,D'Onta Foreman,11844,HB,2,HST,4,0,1,0,0,0,58.5,,59.9,,,,0,0,0,0,0
2017,Shaquill Griffin,11845,CB,11,SEA,3,10,18,15,3,0,51,,,,,,1,0,1,0,0
2017,Jourdan Lewis,11846,CB,12,DAL,0,13,4,0,18,0,62.1,,,,,,0,0,0,0,0
2017,John Johnson III,11847,S,16,LA,19,90,13,29,24,0,57.8,,60,,,,1,0,4,0,1
2017,Montravius Adams,11848,DI,4,GB,0,0,0,0,15,7,59.7,,,,,,0,0,0,0,0
2017,Delano Hill,11849,S,15,SEA,63,71,65,48,33,0,59.7,,,,,,4,0,5,0,0
2017,Cameron Sutton,11850,CB,5,PIT,0,12,17,0,8,0,57.9,,,,,,0,0,0,0,1
2017,Kenny Golladay,11851,WR,1,DET,1,0,0,0,0,0,60,,,,,,0,0,0,0,0
2017,Cordrea Tankersley,11852,CB,8,MIA,0,4,25,0,0,0,52.4,,,,,,1,0,0,0,0
2017,Chad Williams,11853,WR,3,ARZ,0,4,0,0,0,0,30,,,,,,0,0,0,0,0
2017,Rasul Douglas,11854,CB,12,PHI,32,3,30,15,2,0,66.8,,,,,,0,0,1,0,0
2017,Jonnu Smith,11855,TE,16,TEN,83,8,6,0,0,2,48.2,,60,,,,1,0,0,0,0
2017,Brendan Langley,11856,CB,11,DEN,42,37,46,29,28,0,42,,63.1,,60.1,,1,0,1,1,2
2017,Nazair Jones,11857,DI,11,SEA,0,0,1,0,41,0,59.2,,,,,,0,0,0,0,0
2017,Trey Hendrickson,11858,ED,12,NO,2,9,20,1,38,0,60.2,,,,,,0,0,0,0,0
2017,James Conner,11860,HB,14,PIT,58,11,0,0,0,0,54.4,,,,,,0,0,0,0,0
2017,Amara Darboh,11861,WR,16,SEA,38,46,70,6,0,0,59.4,,,,,,0,0,2,0,0
2017,Kendell Beckwith,11862,LB,16,TB,2,2,8,17,72,0,55.6,,,,,,0,0,0,0,1
2017,Vince Biegel,11863,ED,9,GB,49,32,10,24,22,0,61.5,,,,,,1,0,5,1,1
2017,Jaleel Johnson,11864,DI,1,MIN,3,0,0,0,0,0,58.8,,,,,,0,0,0,0,0
2017,Dede Westbrook,11865,WR,2,JAX,0,0,2,0,0,0,60.1,,,,60.3,,0,0,0,0,0
2017,Tedric Thompson,11866,S,9,SEA,27,42,35,0,0,0,54.9,,,,,,1,0,2,1,0
2017,Eddie Jackson,11867,S,16,CHI,2,56,7,0,64,0,63.8,,,,61.1,,0,0,3,0,0
2017,Rayshawn Jenkins,11868,S,15,LAC,57,72,75,64,46,0,35.3,,,,60,,5,0,5,0,2
2017,Samaje Perine,11869,HB,9,WAS,49,1,12,17,0,0,66.5,,62.8,,,,0,0,0,0,0
2017,Carl Lawson,11871,ED,16,CIN,62,13,4,0,74,0,62.4,,,,,,0,0,0,0,0
2017,Josh Reynolds,11872,WR,13,LA,12,32,33,17,0,0,69.8,,,,,,0,0,2,0,2
2017,Mack Hollins,11873,WR,16,PHI,65,62,53,52,0,0,59.4,,,,,,1,0,5,0,2
2017,Tarik Cohen,11874,HB,16,CHI,49,0,73,0,1,0,61.2,,72.3,,74.7,,1,0,0,0,0
2017,Ben Gedeon,11875,LB,16,MIN,66,89,87,71,53,0,68.7,,,,,,2,0,10,3,3
2017,Montae Nicholson,11878,S,7,WAS,6,27,8,16,1,0,52.1,,,,,,0,0,0,0,0
2017,Jalen Reeves-Maybin,11879,LB,14,DET,66,70,52,67,8,0,59.1,,,,,,3,0,5,2,0
2017,Samson Ebukam,11880,ED,16,LA,53,68,57,49,25,1,62.3,,,,,,3,0,5,2,2
2017,Michael Roberts,11882,TE,15,DET,29,0,8,37,0,72,55,,,,,,0,0,0,1,0
2017,Josh Malone,11883,WR,5,CIN,1,18,0,4,0,0,62.6,,,,,,0,0,0,1,0
2017,David Sharpe,11884,T,4,OAK,0,0,0,0,0,13,61.4,,,,,,0,0,0,0,0
2017,Julie'n Davenport,11885,T,8,HST,0,0,0,0,0,31,61.6,,,,,,0,0,0,0,0
2017,Deatrich Wise Jr.,11886,ED,8,NE,0,0,26,0,7,0,60.7,,,,,,0,0,0,0,0
2017,Ryan Switzer,11888,WR,16,DAL,72,0,61,0,0,0,61.5,,63.4,,64.8,,0,0,0,0,0
2017,Jamaal Williams,11889,HB,7,GB,27,20,6,8,0,0,48.4,,,,,,1,0,1,0,0
2017,Zach Banner,11892,T,7,CLV,0,0,0,0,0,18,61.1,,,,,,0,0,0,0,0
2017,Ryan Glasgow,11893,DI,16,CIN,40,0,1,0,75,54,49.4,,,,,,1,0,0,0,0
2017,Jehu Chesson,11894,WR,12,KC,48,69,48,49,0,0,73.4,,59.1,,,,0,0,5,0,3
2017,Wayne Gallman,11895,HB,12,NYG,54,35,57,26,0,0,61.7,,,,,,0,0,4,0,2
2017,Chad Hansen,11896,WR,4,NYJ,17,1,15,0,1,0,58.9,,,,,,0,0,0,0,0
2017,Carlos Watkins,11897,DI,11,HST,9,1,9,0,37,1,48.8,,,,,,1,0,0,0,0
2017,Marlon Mack,11898,HB,6,IND,23,0,1,0,0,0,68,,61.5,,,,0,0,0,0,0
2017,Grover Stewart,11899,DI,14,IND,10,0,8,0,20,56,61.5,,,,,,0,0,0,0,0
2017,George Kittle,11901,TE,3,SF,6,0,0,0,0,0,54.7,,,,,,0,0,0,0,0
2017,Blair Brown,11903,LB,13,JAX,48,58,51,64,0,0,56,,,,,,4,1,3,2,0
2017,Damontae Kazee,11904,S,16,ATL,63,80,53,4,45,0,65.2,,,,,,1,0,6,1,3
2017,Desmond King II,11906,CB,15,LAC,47,67,72,2,0,0,71.8,,67.4,,60.9,,1,1,6,0,0
2017,Jake Elliott,11908,K,15,PHI,0,84,0,0,0,75,61,52.8,,,,74,0,0,1,0,1
2017,Jeremy Sprinkle,11909,TE,11,WAS,47,1,43,0,0,34,61.2,,,,,,0,0,0,0,0
2017,Jayon Brown,11910,LB,16,TEN,69,34,76,31,0,0,53.7,,,,,,1,0,0,1,1
2017,Brian Hill,11911,HB,7,CIN,34,27,33,30,0,0,48,,,,,,1,0,2,0,1
2017,Will Holden,11912,T,7,ARZ,0,0,0,0,0,31,62,,,,,,0,0,0,0,0
2017,Nate Hairston,11913,CB,11,IND,0,12,14,4,4,0,56.8,,,,,,0,0,0,0,1
2017,Jermaine Eluemunor,11914,G,7,BLT,0,0,0,0,0,32,62.2,,,,,,0,0,0,0,0
2017,Anthony Walker,11916,LB,10,IND,32,31,28,46,0,0,76.1,,,,,,0,0,2,0,0
2017,Jeremy McNichols,11917,HB,2,SF,5,15,4,2,0,0,68.7,,60,,,,0,0,1,0,0
2017,Matt Milano,11918,LB,16,BUF,69,45,41,66,4,0,80.2,,,,,,1,0,4,2,0
2017,Isaac Asiata,11919,G,1,MIA,0,0,0,0,0,2,60,,,,,,0,0,0,0,0
2017,Jamal Agnew,11920,CB,13,DET,39,63,55,40,5,0,53.5,,53.1,,72.6,,2,0,4,1,1
2017,Shelton Gibson,11921,WR,5,PHI,0,4,18,20,0,0,72.7,,,,,,0,0,1,0,0
2017,Avery Moss,11922,ED,4,NYG,5,3,8,1,1,0,65.3,,,,,,0,0,0,0,0
2017,Marquel Lee,11923,LB,13,OAK,67,33,35,43,0,0,66.2,,,,,,0,0,3,0,1
2017,Treston Decoud,11924,CB,10,HST,6,35,33,14,3,0,58.5,,,,,,1,0,0,0,0
2017,Isaiah McKenzie,11927,WR,10,DEN,12,12,45,1,1,0,57.7,,53.7,,43.5,,0,0,0,0,0
2017,Brian Allen,11928,CB,10,PIT,0,18,32,31,0,0,62.8,,,,,,1,0,1,2,0
2017,Eric Saubert,11929,TE,14,ATL,64,75,34,38,0,0,53.9,,,,,,2,1,0,1,2
2017,Trent Taylor,11932,WR,15,SF,4,0,68,0,0,0,61.3,,59.5,,61.6,,0,0,0,0,0
2017,Danny Isidora,11933,G,7,MIN,1,0,0,0,0,34,62,,,,,,0,0,0,0,0
2017,Davon Godchaux,11934,DI,15,MIA,0,0,5,0,76,0,58.4,,,,,,0,0,0,0,0
2017,Dylan Donahue,11936,ED,4,NYJ,12,10,14,0,1,0,59.1,,,,,,0,0,0,0,0
2017,Aaron Jones,11937,HB,5,GB,1,16,15,0,0,0,64.7,,,,,,0,0,0,0,0
2017,Ukeme Eligwe,11938,LB,14,KC,63,70,29,39,9,0,63.8,,,,,,2,0,2,1,1
2017,Caleb Brantley,11939,DI,1,CLV,0,0,2,0,0,0,60.5,,,,,,0,0,0,0,0
2017,Nathan Gerry,11940,LB,10,PHI,38,56,47,36,2,0,61.5,,,,,,0,0,4,0,1
2017,Chuck Clark,11941,S,15,BLT,68,79,67,81,57,0,76.5,,,,,,1,0,8,1,2
2017,Elijah McGuire,11943,HB,14,NYJ,32,0,61,0,0,0,64.2,,65.2,,61.6,,1,0,0,0,0
2017,Tanzel Smart,11944,DI,9,LA,24,0,2,0,2,0,83.2,,,,,,0,0,0,0,0
2017,Sam Tevi,11945,T,14,LAC,27,0,0,0,0,63,56.2,,,,,,0,0,0,0,0
2017,Xavier Woods,11946,S,16,DAL,55,80,30,32,5,0,51.2,,,,,,1,0,2,0,1
2017,Jordan Evans,11947,LB,16,CIN,60,41,51,73,22,0,72,,,,,,0,0,4,1,2
2017,Alex Armah,11948,FB,9,CAR,44,41,29,33,0,0,58.6,,,,,,0,0,0,1,1
2017,Vincent Taylor,11949,DI,13,MIA,36,0,0,0,57,0,74.9,,,,,,0,0,0,0,0
2017,Tanner Vallejo,11950,LB,15,BUF,78,37,35,67,38,0,52.8,,,,,,0,0,4,1,4
2017,Al-Quadin Muhammad,11951,ED,3,NO,0,17,4,0,0,0,63.3,,,,,,0,0,0,0,0
2017,Jeremy Clark,11952,CB,1,NYJ,0,0,5,0,0,0,61.1,,,,,,1,0,0,0,0
2017,D.J. Jones,11953,DI,7,SF,36,0,0,0,4,1,78.1,,,,,,0,0,0,0,0
2017,Chase Roullier,11954,C,13,WAS,15,0,0,0,0,59,60.2,,,,,,0,0,0,0,0
2017,Adam Bisnowaty,11955,T,1,NYG,0,0,0,0,0,2,60.1,,,,,,0,0,0,0,0
2017,Pita Taumoepenu,11957,ED,2,SF,12,10,6,0,0,0,62.4,,,,,,0,0,0,0,0
2017,De'Angelo Henderson Sr.,11958,HB,5,DEN,26,19,7,10,0,0,58.7,,62.3,,,,0,0,1,0,0
2017,Derrick Jones,11959,CB,3,NYJ,0,0,17,0,1,0,46.3,,,,,,1,1,0,0,0
2017,Jeremiah Ledbetter,11960,DI,15,DET,72,0,0,0,48,0,72.9,,,,,,0,0,0,0,0
2017,Brandon Wilson,11962,S,8,CIN,22,36,33,36,6,0,57.3,,,,,,2,1,4,0,1
2017,Rudy Ford,11963,S,10,ARZ,53,45,58,12,0,0,49.7,,,,,,1,0,3,0,0
2017,Robert Davis,11964,WR,1,WAS,1,2,0,0,0,0,60.9,,,,,,0,0,0,0,0
2017,Conor McDermott,11966,T,3,BUF,0,0,0,0,3,12,60.8,,,,,,0,0,0,0,0
2017,Colin Holba,11968,LS,7,JAX,0,0,0,44,0,31,64.6,,,,,,0,0,0,1,0
2017,Elijah Qualls,11969,DI,4,PHI,0,0,2,0,6,3,60.3,,,,,,0,0,0,0,0
2017,Leon McQuay,11973,CB,1,KC,4,5,3,3,3,0,60,,59.9,,,,0,0,0,0,0
2017,Stacy Coley,11974,WR,4,MIN,8,8,11,0,0,0,59.8,,59,,60.1,,0,0,0,0,0
2017,Shalom Luani,11976,S,16,OAK,63,64,63,20,77,0,64.6,,61.2,,,,1,0,1,2,0
2017,Jalen Myrick,11977,CB,5,JAX,8,22,26,1,12,0,76.7,,59.9,,,,1,0,0,0,0
2017,Zane Gonzalez,11979,K,16,CLV,0,56,0,1,0,46,60.8,50.5,,60,,57.3,0,0,0,0,0
2017,Isaac Rochell,11980,ED,3,LAC,5,9,12,0,8,9,62.4,,,,,,0,0,0,0,0
2017,David Moore,11981,WR,1,SEA,1,0,0,0,0,0,60,,,,,,0,0,0,0,0
2017,Josh Carraway,11982,ED,1,TEN,0,0,2,0,0,0,60.2,,,,,,0,0,0,0,0
2017,Adrian Colbert,11983,S,14,SF,39,27,35,37,30,0,83.5,,,,,,0,0,5,0,2
2017,Josh Harvey-Clemons,11985,LB,10,WAS,53,47,51,54,0,0,73.7,,,,,,1,0,3,0,0
2017,Jylan Ware,11986,T,1,OAK,0,0,0,0,0,2,60.1,,,,,,0,0,0,0,0
2017,Elijah Lee,11987,LB,14,SF,71,73,53,64,13,0,70.9,,,,,,2,0,1,0,1
2017,Harrison Butker,11988,K,13,KC,0,78,0,0,0,70,60.9,79.5,,,,84.1,0,0,0,0,0
2017,Ejuan Price,11989,ED,1,LA,0,0,1,0,2,0,60.3,,,,,,0,0,0,0,0
2017,Joshua Holsey,11990,CB,12,WAS,51,56,61,25,33,0,57.5,,,,,,3,0,2,0,4
2017,Noah Brown,11993,WR,13,DAL,60,7,43,8,0,0,76,,,,,,0,0,0,0,0
2017,Devante Mays,11994,HB,8,GB,2,13,36,0,0,0,55.2,,,,,,0,0,0,0,0
2017,Elijah Hood,11997,HB,1,OAK,0,3,5,0,0,0,61.4,,,,,,0,0,0,0,0
2017,Kyle Fuller,11998,C,9,HST,2,0,0,0,0,38,59.6,,,,,,0,0,0,0,0
2017,Treyvon Hester,11999,DI,13,OAK,7,0,7,0,63,0,59.2,,,,,,0,0,0,0,0
2017,Chris Carson,12004,HB,1,SEA,0,0,4,0,0,0,61.7,,,,,,0,0,0,0,0
2017,Patrick O'Connor,12005,ED,2,TB,5,1,1,0,1,0,58.8,,,,,,0,0,0,0,0
2017,Matt Dayes,12006,HB,16,CLV,68,57,75,82,0,0,48.6,,69.7,,,,0,0,7,0,6
2017,Krishawn Hogan,12014,WR,2,IND,2,8,4,0,0,0,42,,,,,,0,0,1,0,0
2017,Ricky Seals-Jones,12020,TE,10,ARZ,36,46,43,37,1,0,51.7,,,,,,1,0,2,0,1
2017,Chris Odom,12031,ED,5,GB,0,5,0,0,8,0,61.6,,,,,,0,0,0,0,0
2017,Nigel Harris,12038,LB,8,TB,47,33,33,39,13,0,50.5,,,,,,0,0,4,0,3
2017,James Onwualu,12039,LB,9,LAC,41,39,46,52,1,0,67.9,,,,,,0,0,7,0,1
2017,Michael Davis,12040,CB,15,LAC,17,75,77,71,39,0,75.3,,59.7,,,,2,1,11,4,4
2017,Younghoe Koo,12042,K,4,LAC,0,14,0,0,0,15,60.3,67.7,,,,46.1,1,0,0,0,1
2017,Aviante Collins,12049,G,2,MIN,0,0,0,0,0,3,28.7,,,,,,0,0,0,0,0
2017,Jacob Hollister,12051,TE,14,NE,57,68,29,33,0,0,61.1,,,,,,0,0,2,4,2
2017,Riley Bullough,12062,LB,3,TB,16,15,9,6,1,0,61.7,,,,,,0,0,1,1,0
2017,Bobo Wilson,12067,WR,3,TB,0,18,0,0,0,0,67.7,,,,,,0,0,1,0,0
2017,Greg Mabin,12068,CB,7,SF,20,29,21,6,2,0,47.6,,,,,,2,0,1,0,0
2017,Derek Hart,12071,LS,2,GB,0,0,0,7,0,10,58.7,,,,,,0,0,1,0,0
2017,Jermaine Grace,12081,LB,11,IND,53,49,31,0,14,0,69,,,,,,0,0,3,0,1
2017,Bam Bradley,12083,LB,2,BLT,2,8,6,8,0,0,57.1,,,,,,0,0,0,0,0
2017,Quincy Adeboyejo,12085,WR,1,BLT,5,6,3,3,0,0,61.6,,,,,,0,0,0,0,0
2017,Bryan Cox Jr.,12092,ED,6,CAR,14,20,7,0,2,0,60.7,,59.9,,,,0,0,0,0,0
2017,B.J. Bello,12097,LB,16,CLV,84,51,77,79,2,0,62.2,,60,,,,2,0,5,1,1
2017,Kai Nacua,12102,S,16,CLV,46,47,36,0,10,0,69,,,,,,0,0,1,1,0
2017,Donatello Brown,12105,CB,4,GB,0,0,17,0,0,0,66.5,,,,60.1,,0,0,0,0,0
2017,Taysom Hill,12112,QB,5,NO,19,27,21,3,0,0,68.2,,,,,,0,0,4,0,0
2017,Adam Pankey,12114,G,1,GB,0,0,0,0,0,1,60,,,,,,0,0,0,0,0
2017,Lenzy Pipkins,12117,CB,12,GB,7,45,46,1,14,0,54.9,,,,,,1,0,0,0,1
2017,David Rivers,12118,CB,1,TB,0,0,2,0,0,0,60,,,,,,0,0,0,0,0
2017,Justin Vogel,12119,P,16,GB,0,0,0,72,0,54,51.3,,,54.2,,,2,1,0,0,0
2017,Darrell Daniels,12122,TE,12,IND,61,48,14,46,0,0,64.6,,,,,,0,0,2,0,1
2017,Thomas Hennessy,12124,LS,16,NYJ,0,0,0,88,0,61,67.1,,,,,,0,0,2,1,4
2017,Reggie Porter,12128,CB,3,CLV,0,2,9,3,0,0,64.8,,,,,,0,0,0,0,0
2017,Rigoberto Sanchez,12130,P,16,IND,0,70,0,87,0,59,63.7,60.9,,74.2,,,0,0,2,0,0
2017,Garrett Sickels,12131,ED,1,LA,7,3,3,7,0,0,59.3,,,,,,0,0,0,0,0
2017,Marcus Kemp,12137,WR,1,KC,2,2,0,0,0,0,56.1,,,,,,0,0,0,0,0
2017,Austin Ekeler,12164,HB,16,LAC,39,79,27,63,0,0,58.7,,55.7,,,,0,0,9,5,3
2017,Rashaad Coward,12168,DI,1,CHI,0,0,0,0,1,0,59.8,,,,,,0,0,0,0,0
2017,Tanner Gentry,12170,WR,2,CHI,7,1,3,0,0,0,43.8,,,,,,1,0,0,0,0
2017,Isaiah Irving,12171,ED,7,CHI,12,24,18,26,10,0,70.3,,,,,,0,0,4,0,0
2017,Tion Green,12185,HB,4,DET,0,14,0,10,0,0,50.5,,,,,,0,0,0,0,1
2017,Jeremiah Valoaga,12194,ED,4,DET,0,0,6,0,10,0,59.8,,,,,,0,0,0,0,0
2017,Justin Davis,12202,HB,4,LA,3,13,10,8,0,0,58.2,,,,,,0,0,0,0,0
2017,Johnny Mundt,12206,TE,2,LA,7,7,6,10,0,8,51.5,,,,,,0,0,0,0,1
2017,Chase Allen,12211,LB,16,MIA,82,64,56,73,78,0,77.2,,,,,,0,0,7,0,1
2017,Matt Haack,12212,P,16,MIA,0,3,0,83,0,52,65.3,,,59,,,1,0,1,0,0
2017,Adam Butler,12214,DI,13,NE,0,0,23,0,32,0,60.1,,,,,,0,0,0,0,0
2017,Austin Carr,12215,WR,1,NO,0,0,6,0,0,0,66.2,,,,,,0,0,0,0,0
2017,Cameron Lee,12223,G,2,CHI,0,0,0,0,0,5,61.1,,,,,,0,0,0,0,0
2017,Arthur Maulet,12224,CB,6,NO,24,33,23,26,0,0,50.6,,,,,,3,0,1,0,2
2017,Calvin Munson,12236,LB,14,NYG,33,29,15,77,54,0,54.2,,,,,,1,0,1,1,2
2017,Shane Smith,12238,TE,11,NYG,56,32,54,49,0,0,50.8,,,,,,0,0,3,1,0
2017,Chad Wheeler,12240,T,11,NYG,0,0,0,0,0,33,61.5,,,,,,0,0,0,0,0
2017,Xavier Coleman,12242,CB,2,NYJ,0,0,7,0,0,0,29.9,,,,,,1,0,0,0,0
2017,Pharaoh Brown,12247,TE,2,OAK,6,0,2,0,0,5,59.7,,,,,,0,0,0,0,0
2017,LaTroy Lewis,12250,ED,2,HST,2,0,0,0,1,0,59.2,,,,,,0,0,0,0,0
2017,Isaac Whitney,12251,WR,2,OAK,0,9,0,6,0,0,68.6,,,,,,0,0,0,0,0
2017,Corey Clement,12253,HB,16,PHI,69,94,62,65,0,0,66.5,,56.6,,,,0,0,4,3,0
2017,Otha Peters,12264,LB,3,WAS,12,13,19,14,0,0,69.3,,,,,,0,0,2,0,0
2017,Jordan Roos,12266,G,7,SEA,40,0,0,0,0,10,90.4,,,,,,0,0,0,0,0
2017,Victor Bolden Jr.,12269,WR,9,SF,47,46,19,10,0,0,64.2,,55.1,,62.7,,0,0,1,0,0
2017,Kendrick Bourne,12270,WR,7,SF,11,20,2,1,0,0,54,,,,,,1,0,0,0,0
2017,Matt Breida,12271,HB,16,SF,44,41,36,47,0,0,56.6,,58.3,,,,0,0,0,1,0
2017,Cole Hikutini,12276,TE,4,SF,19,10,9,0,0,0,61,,,,,,0,0,0,0,0
2017,Erik Magnuson,12280,C,3,SF,0,0,0,0,0,11,48.5,,,,,,0,0,0,0,0
2017,Darrell Williams,12285,T,6,SF,1,0,0,0,0,33,62.4,,,,,,0,0,0,0,0
2017,Brandon Banks,12299,DI,1,WAS,0,0,0,0,6,0,60,,,,,,0,0,0,0,0
2017,Tyler Catalina,12300,G,4,WAS,3,0,0,0,0,6,56.9,,,,,,0,0,0,0,0
2017,Kyle Kalis,12302,G,4,WAS,0,0,0,0,0,17,61.6,,,,,,0,0,0,0,0
2017,Fish Smithson,12306,S,2,WAS,7,8,12,1,0,0,62.9,,,,,,0,0,0,1,0
2017,Dan Skipper,12307,T,1,DET,0,0,0,0,0,5,60.8,,,,,,0,0,0,0,0
2017,Lorenzo Jerome,12308,S,4,SF,19,17,5,0,3,0,56.2,,,,,,0,0,0,0,0
2017,Blake Jarwin,12320,TE,1,DAL,6,0,2,1,0,0,58.8,,,,,,0,0,0,0,0
2017,Joe Jones,12321,LB,7,DEN,30,29,38,37,25,0,56.2,,,,,,0,0,3,0,3
2017,Lewis Neal,12323,ED,1,DAL,0,0,1,0,0,0,60,,,,,,0,0,0,0,0
2017,Dare Ogunbowale,12329,HB,2,WAS,6,3,1,0,0,0,60.6,,,,,,0,0,0,0,0
2017,Chris Thompson,12330,WR,13,HST,78,60,59,70,0,0,33.1,,53.5,,36.9,,2,0,5,0,7
2017,Dominique Hatfield,12338,CB,11,LA,6,69,61,28,42,0,64.8,,,,,,2,0,0,1,3
2017,JoJo Natson,12739,WR,7,NYJ,39,0,41,0,0,0,60.9,,60,,55.4,,0,0,0,0,0
2017,Justin Hardee,18348,CB,14,NO,54,84,60,54,0,0,87.2,,,,,,2,0,8,2,1
2017,Evan Baylis,23652,TE,1,HST,0,0,0,0,0,3,60.1,,,,,,0,0,0,0,0
2017,Dylan Cole,24304,LB,12,HST,69,46,46,61,3,0,71.6,,,,,,0,0,6,1,1
2017,Antony Auclair,24606,TE,8,TB,43,0,3,21,0,37,66.7,,,,,,0,0,1,0,0
2017,LeShun Daniels,26758,HB,4,WAS,12,0,10,0,0,0,68,,,,,,0,0,0,0,0
2017,Lance Lenoir Jr.,31892,WR,1,DAL,0,0,1,4,0,0,60.5,,,,,,0,0,0,0,0
2017,Jaylen Hill,37997,CB,6,BLT,0,34,24,4,2,0,65,,,,,,0,0,1,1,1
2017,Trey Edmunds,38329,HB,16,NO,76,93,56,60,0,0,62.8,,60.7,,,,0,0,7,1,2
2017,Eric Wilson,38587,LB,16,MIN,66,89,79,71,0,0,89.9,,,,,,1,0,5,5,1
2017,De'Veon Smith,45671,HB,5,MIA,22,24,19,0,0,0,61.6,,,,,,0,0,0,1,0
2017,Taquan Mizzell Sr.,45675,HB,2,CHI,3,2,0,3,0,0,55.2,,,,,,0,0,0,0,0
2017,Jarveon Williams,45938,HB,1,CIN,0,0,2,0,0,0,60.1,,,,,,0,0,0,0,0
2017,Elijah Wilkinson,46238,T,9,DEN,0,0,0,0,0,33,61.5,,,,,,0,0,0,0,0
2017,Cole Croston,46317,G,1,NE,0,0,0,0,0,1,60,,,,,,0,0,0,0,0
2017,Cethan Carter,47149,TE,16,CIN,80,67,63,73,0,0,63.7,,59.9,,,,1,0,8,1,1
2017,Carroll Phillips,48353,ED,4,JAX,11,25,26,7,4,0,45.9,,,,,,1,0,0,1,1
2017,Gimel President,48388,ED,4,HST,18,11,11,16,1,0,62.2,,,,,,0,0,0,1,0
2017,Eli Ankou,48856,DI,4,JAX,0,0,7,0,6,0,60.4,,,,,,0,0,0,0,0
2017,Patrick Ricard,48862,FB,16,BLT,68,3,18,0,5,0,73,,,,,,0,0,0,0,0
2017,Rickey Hatley,48872,DI,1,BUF,0,0,0,0,2,0,59.5,,,,,,0,0,0,0,0
2017,Dymonte Thomas,49127,S,3,DEN,15,13,0,0,13,0,59.7,,,,,,0,0,0,0,0
2017,Jamal Carter,49282,S,16,DEN,78,69,71,65,56,0,56.2,,,,,,2,0,2,0,0
2017,Torry McTyer,49357,CB,7,MIA,0,17,25,8,4,0,61,,,,,,0,0,1,0,1
2017,Marcus Rios,49551,CB,5,DEN,22,24,30,16,13,0,58.9,,,,,,1,0,1,0,0
2017,Chunky Clements,49641,DI,1,HST,0,0,0,0,1,0,59.8,,,,,,0,0,0,0,0
2017,Jerrol Garcia-Williams,49669,LB,11,DEN,59,47,54,0,5,0,59.3,,,,,,3,0,0,1,0
2017,Brandon Bell,50096,LB,3,CIN,17,14,18,10,6,0,58.6,,,,,,1,0,4,0,0
2017,Harvey Langi,50118,ED,1,NE,4,7,1,0,0,0,40,,,,,,1,0,1,0,1
2017,Tashawn Bower,50170,ED,1,MIN,4,1,0,0,0,0,59.1,,,,,,0,0,0,0,0
2017,Cameron Malveaux,50587,ED,4,MIA,0,0,0,0,17,0,59,,,,,,0,0,0,0,0
2017,Hardy Nickerson,50712,LB,14,CIN,70,55,48,81,16,0,62.9,,,,,,0,0,0,2,2
2017,Xavier Woodson-Luster,50835,LB,14,OAK,59,58,52,37,0,0,62.7,,,,,,2,0,1,2,0
2017,Demetrious Cox,51176,S,4,CAR,8,12,11,9,0,0,60.2,,,,,,0,0,0,0,0
2017,Maurice Smith,51190,S,6,MIA,32,18,22,8,2,0,33,,,,,,2,0,0,0,1
2017,Donald Payne,51589,LB,13,JAX,43,71,56,52,0,0,67,,,,,,3,0,9,0,0
2017,Daniel Ross,51592,DI,1,DAL,0,0,0,0,1,0,60,,,,,,0,0,0,0,0
2017,Keelan Cole,51593,WR,9,JAX,15,36,27,0,0,0,54.6,,58.8,,60,,0,0,1,0,0
